Z,θ,R,X,f,Re,Ri,Cm
337.6989,-0.0641,337.0053672063451,21.6316789761332,80,464,1285,7.03
337.6056,-0.0631,336.9337160595317,21.288779525253776,81,464,1285,7.03
337.5831,-0.0628,336.91763188489654,21.18628638254824,82,464,1285,7.03
337.3906,-0.0622,336.7381552666017,20.972166221114175,83,464,1285,7.03
337.3679,-0.062,336.71968658048075,20.903411672567497,84,464,1285,7.03
337.2478,-0.0613,336.61436204977,20.66034526977548,85,464,1285,7.03
337.2212,-0.0607,336.6001466542775,20.456759317127595,86,464,1285,7.03
337.0953,-0.0603,336.4826312522927,20.314530455405702,87,464,1285,7.03
337.0312,-0.0598,336.42876103470047,20.142455711665733,88,464,1285,7.03
336.971,-0.0591,336.38268343048765,19.903394914042376,89,464,1285,7.03
336.7684,-0.0588,336.1863894494245,19.790573198365546,90,464,1285,7.03
336.8054,-0.0583,336.2331798506566,19.624633415073163,91,464,1285,7.03
336.6997,-0.0581,336.1315764034597,19.55124867150806,92,464,1285,7.03
336.6898,-0.0571,336.14107571774343,19.21454239263246,93,464,1285,7.03
336.6571,-0.0568,336.11417768887026,19.111842845329136,94,464,1285,7.03
336.5644,-0.0571,336.01588008991325,19.207385942938895,95,464,1285,7.03
336.4536,-0.0559,335.92806008550804,18.797962659483098,96,464,1285,7.03
336.4343,-0.0563,335.90124460583024,18.931246360031686,97,464,1285,7.03
336.4563,-0.0559,335.9307558681129,18.798113510890783,98,464,1285,7.03
336.2994,-0.0552,335.7871712230611,18.554300913120777,99,464,1285,7.03
336.2822,-0.0543,335.7865594486176,18.251151484221094,100,464,1285,7.03
