Z,θ,R,X,f,Re,Ri,Cm
+6.344404536E+02,-1.465205685E-01,627.6424567421378,92.62632271048751,13,666,989,3.08
+6.301604482E+02,-1.552523385E-01,622.581220680281,97.44133687442968,14,666,989,3.08
+6.257536750E+02,-1.635304970E-01,617.4052821512282,101.87433115249385,15,666,989,3.08
+6.212524958E+02,-1.713709627E-01,612.1523259172088,105.94429390901804,16,666,989,3.08
+6.166696837E+02,-1.787668381E-01,606.8422611779009,109.6538592259767,17,666,989,3.08
+6.120337471E+02,-1.857249222E-01,601.5083857506764,113.01756262140083,18,666,989,3.08
+6.073611773E+02,-1.922573706E-01,596.1707959904419,116.05163376430762,19,666,989,3.08
+6.026750366E+02,-1.983421555E-01,590.8593476507461,118.75365693125403,20,666,989,3.08
+5.979794101E+02,-2.040133083E-01,585.578133930429,121.15124417892112,21,666,989,3.08
+5.933072137E+02,-2.092923695E-01,580.3601719166794,123.27011268470481,22,666,989,3.08
+5.886587299E+02,-2.141470452E-01,575.2125957313632,125.09824139238911,23,666,989,3.08
+5.840521468E+02,-2.186334819E-01,570.148641059665,126.67847993840898,24,666,989,3.08
+5.794888199E+02,-2.227674378E-01,565.1695214342529,128.02618650444947,25,666,989,3.08
+5.749939462E+02,-2.265130481E-01,560.305967764668,129.13272495361997,26,666,989,3.08
+5.705612923E+02,-2.299538860E-01,555.54235429816,130.04953230174897,27,666,989,3.08
+5.662092990E+02,-2.330372976E-01,550.9043611981837,130.75685483710805,28,666,989,3.08
+5.619389125E+02,-2.358224134E-01,546.3858590812824,131.29293346441636,29,666,989,3.08
+5.577424558E+02,-2.383238179E-01,541.9778892833027,131.6685783694464,30,666,989,3.08
+5.536819421E+02,-2.405559893E-01,537.7390385597737,131.91064936705465,31,666,989,3.08
+5.496740826E+02,-2.425114958E-01,533.5894772272859,131.99949573564055,32,666,989,3.08
+5.457639240E+02,-2.442177422E-01,529.5693453956615,131.96427227506848,33,666,989,3.08
+5.419456025E+02,-2.456814065E-01,525.6719625629653,131.81056044296423,34,666,989,3.08
+5.382275307E+02,-2.469269177E-01,521.9020875794761,131.5563977296594,35,666,989,3.08
+5.346055253E+02,-2.479667099E-01,518.2537933600031,131.21003524599848,36,666,989,3.08
+5.310815016E+02,-2.488044008E-01,514.7281877955686,130.77635118935157,37,666,989,3.08
+5.276586048E+02,-2.494612407E-01,511.3252346511195,130.2693656561673,38,666,989,3.08
+5.243236593E+02,-2.499436478E-01,508.03101567916684,129.6911207821746,39,666,989,3.08
+5.210897483E+02,-2.502723163E-01,504.8552043073359,129.0571519411282,40,666,989,3.08
+5.179474041E+02,-2.504416469E-01,501.7890310617414,128.3638645415734,41,666,989,3.08
+5.148914126E+02,-2.504738216E-01,498.8242711801985,127.62254209491066,42,666,989,3.08
+5.119308634E+02,-2.503772798E-01,495.9683534138839,126.84085033375582,43,666,989,3.08
+5.090544860E+02,-2.501585773E-01,493.20923705402186,126.02030868599664,44,666,989,3.08
+5.062689024E+02,-2.498262946E-01,490.55197797100493,125.16772126245417,45,666,989,3.08
+5.035669015E+02,-2.493917173E-01,487.98791831803743,124.28763358411457,46,666,989,3.08
+5.009481732E+02,-2.488616059E-01,485.5156817579507,123.38393331195746,47,666,989,3.08
+4.984072480E+02,-2.482354198E-01,483.1298084371442,122.4555962723706,48,666,989,3.08
+4.959479426E+02,-2.475350551E-01,480.83110943089235,121.51463275108094,49,666,989,3.08
+4.935591777E+02,-2.467585579E-01,478.60891275430356,120.55774767323611,50,666,989,3.08
+4.912433294E+02,-2.459138728E-01,476.46439874058655,119.58965428818766,51,666,989,3.08
+4.890023297E+02,-2.449973247E-01,474.39972935780634,118.6093387439101,52,666,989,3.08
+4.868291234E+02,-2.440281034E-01,472.40564535254174,117.6244091566926,53,666,989,3.08
+4.847225058E+02,-2.430055218E-01,470.4809554741663,116.63437814446733,54,666,989,3.08
+4.826828157E+02,-2.419334802E-01,468.6254346795899,115.64126661121286,55,666,989,3.08
+4.807084442E+02,-2.408188181E-01,466.83664737377853,114.64795241954762,56,666,989,3.08
+4.787925589E+02,-2.396625752E-01,465.1077704604927,113.6533163408778,57,666,989,3.08
+4.769365939E+02,-2.384696519E-01,463.4395768645762,112.6599893330193,58,666,989,3.08
+4.751359321E+02,-2.372453810E-01,461.82693227946396,111.66932700556227,59,666,989,3.08
+4.733875142E+02,-2.359859609E-01,460.2672453119154,110.67882134101484,60,666,989,3.08
+4.716925781E+02,-2.347070922E-01,458.7599473776143,109.69593846954012,61,666,989,3.08
+4.700524373E+02,-2.334023789E-01,457.3070100808418,108.71794857608052,62,666,989,3.08
+4.684608226E+02,-2.320746313E-01,455.90201130959707,107.74459798492308,63,666,989,3.08
+4.669124193E+02,-2.307333968E-01,454.5387430112173,106.7789230061887,64,666,989,3.08
+4.654136792E+02,-2.293772623E-01,453.2236462133,105.82163908956416,65,666,989,3.08
+4.639578532E+02,-2.280094806E-01,451.9498164289604,104.87255587512759,66,666,989,3.08
+4.625494639E+02,-2.266238875E-01,450.72231570904904,103.92978724143383,67,666,989,3.08
+4.611760179E+02,-2.252324455E-01,449.52773580529004,102.99579713692422,68,666,989,3.08
+4.598470701E+02,-2.238347431E-01,448.37545903963553,102.07240376590747,69,666,989,3.08
+4.585544325E+02,-2.224276669E-01,447.2578455860993,101.15625105290339,70,666,989,3.08
+4.573026481E+02,-2.210187521E-01,446.17858789555976,100.25158184685503,71,666,989,3.08
+4.560814203E+02,-2.196045287E-01,445.12802139834355,99.35444886295234,72,666,989,3.08
+4.549023145E+02,-2.181896043E-01,444.11700450965066,98.46929492401081,73,666,989,3.08
+4.537525184E+02,-2.167762007E-01,443.1328515475501,97.59417930224744,74,666,989,3.08
+4.526372668E+02,-2.153588523E-01,442.18124232286635,96.72768080534604,75,666,989,3.08
+4.515502203E+02,-2.139443033E-01,441.2553629167093,95.87129992975841,76,666,989,3.08
+4.504970208E+02,-2.125345935E-01,440.36057324103643,95.02700292286067,77,666,989,3.08
+4.494691374E+02,-2.111250008E-01,439.4890250296917,94.19077637195252,78,666,989,3.08
+4.484747531E+02,-2.097240659E-01,438.64795311014626,93.36796774260903,79,666,989,3.08
+4.475057813E+02,-2.083252884E-01,437.8301036308277,92.55390133074958,80,666,989,3.08
+4.465631243E+02,-2.069331756E-01,437.0359788060971,91.75062513996252,81,666,989,3.08
+4.456464466E+02,-2.055468113E-01,436.26537736443754,90.95754988054337,82,666,989,3.08
+4.447566807E+02,-2.041628453E-01,435.5195552735708,90.17328873670324,83,666,989,3.08
+4.438854445E+02,-2.027949307E-01,434.78911474548715,89.40197725888481,84,666,989,3.08
+4.430395170E+02,-2.014282877E-01,434.0820648766214,88.63844863286972,85,666,989,3.08
+4.422166854E+02,-2.000725526E-01,433.3954182826865,87.88633715053659,86,666,989,3.08
+4.414155873E+02,-1.987231513E-01,432.72828555458653,87.14328196936437,87,666,989,3.08
+4.406354805E+02,-1.973856673E-01,432.0794920528353,86.41145307671738,88,666,989,3.08
+4.398754454E+02,-1.960547164E-01,431.44864379931505,85.6882444071539,89,666,989,3.08
+4.391348858E+02,-1.947325399E-01,430.8349990076964,84.97441707135903,90,666,989,3.08
+4.384137751E+02,-1.934232766E-01,430.2382201960955,84.27165644467581,91,666,989,3.08
+4.377123895E+02,-1.921248663E-01,429.6587960804356,83.57903368973788,92,666,989,3.08
+4.370274833E+02,-1.908318522E-01,429.0940327934898,82.8934990246597,93,666,989,3.08
+4.363617188E+02,-1.895524360E-01,428.54589708905985,82.21899854792207,94,666,989,3.08
+4.357117458E+02,-1.882814489E-01,428.0115639555441,81.55259988751439,95,666,989,3.08
+4.350759954E+02,-1.870222473E-01,427.4892514205147,80.8953749804575,96,666,989,3.08
+4.344587772E+02,-1.857711793E-01,426.9835240552462,80.24649071132136,97,666,989,3.08
+4.338552802E+02,-1.845359371E-01,426.4890716003639,79.60826566933957,98,666,989,3.08
+4.332645259E+02,-1.833086186E-01,426.0055982768569,78.97708300595188,99,666,989,3.08
+4.326911718E+02,-1.820903912E-01,425.5376191772044,78.35422655258387,100,666,989,3.08
+4.321291968E+02,-1.808871820E-01,425.0787815705342,77.74105855674448,101,666,989,3.08
+4.315820029E+02,-1.796925062E-01,424.63297019781515,77.1353735205648,102,666,989,3.08
+4.310465636E+02,-1.785102127E-01,424.19693924380084,76.5382043659243,103,666,989,3.08
+4.305245529E+02,-1.773395200E-01,423.7724275020184,75.94945910795856,104,666,989,3.08
+4.300181896E+02,-1.761773514E-01,423.36188214097393,75.36816394813953,105,666,989,3.08
+4.295158138E+02,-1.750285476E-01,422.9534857035758,74.79427274511994,106,666,989,3.08
+4.290316865E+02,-1.738908294E-01,422.5614805547439,74.22926089095205,107,666,989,3.08
+4.285530340E+02,-1.727637603E-01,422.1733466534813,73.67067480351092,108,666,989,3.08
+4.280907361E+02,-1.716453230E-01,421.79997415191747,73.1194922033899,109,666,989,3.08
+4.276381303E+02,-1.705428944E-01,421.43428709283404,72.57762843352296,110,666,989,3.08
+4.271923553E+02,-1.694476514E-01,421.0741338101271,72.04083746606918,111,666,989,3.08
+4.267602571E+02,-1.683652303E-01,420.7258773029521,71.51260873244217,112,666,989,3.08
+4.263344357E+02,-1.672933641E-01,420.38241101332284,70.99070061820157,113,666,989,3.08
+4.259197900E+02,-1.662303930E-01,420.04870454354716,70.47519652283302,114,666,989,3.08
+4.255146218E+02,-1.651817894E-01,419.72272089360894,69.9680707984912,115,666,989,3.08
+4.251212382E+02,-1.641364743E-01,419.40753379410666,69.46501108793109,116,666,989,3.08
+4.247324332E+02,-1.631059523E-01,419.09525164476713,68.96962998887093,117,666,989,3.08
+4.243517931E+02,-1.620843179E-01,418.7898435898839,68.48000593710383,118,666,989,3.08
+4.239814594E+02,-1.610784062E-01,418.49297684639606,67.99931062294434,119,666,989,3.08
+4.236189768E+02,-1.600755031E-01,418.20311474008514,67.52179149556174,120,666,989,3.08
+4.232624233E+02,-1.590868491E-01,417.9176149665531,67.05181636955325,121,666,989,3.08
+4.229180051E+02,-1.581040720E-01,417.64318765627144,66.58683685288003,122,666,989,3.08
+4.225761010E+02,-1.571377406E-01,417.3696460160374,66.12971889256656,123,666,989,3.08
+4.222429916E+02,-1.561785430E-01,417.10383037887016,65.6775352658148,124,666,989,3.08
+4.219152436E+02,-1.552282920E-01,416.84224495179654,65.23048064818911,125,666,989,3.08
+4.215939269E+02,-1.542813993E-01,416.58632416816084,64.78636982438935,126,666,989,3.08
+4.212791371E+02,-1.533550610E-01,416.33506404744435,64.35235660277738,127,666,989,3.08
+4.209737941E+02,-1.524349629E-01,416.09229596432186,63.92289541383761,128,666,989,3.08
+4.206743499E+02,-1.515227555E-01,415.85442049430276,63.498107209075414,129,666,989,3.08
+4.203770117E+02,-1.506206748E-01,415.6175599258223,63.07833104266063,130,666,989,3.08
+4.200898098E+02,-1.497259425E-01,415.38984309421824,62.66359830045626,131,666,989,3.08
+4.198028202E+02,-1.488400761E-01,415.1613751015686,62.25303584282622,132,666,989,3.08
+4.195278466E+02,-1.479691670E-01,414.9434655515812,61.85090515810476,133,666,989,3.08
+4.192543311E+02,-1.470973493E-01,414.7266688481876,61.44903817143234,134,666,989,3.08
+4.189843695E+02,-1.462382121E-01,414.51222884460327,61.05337028855805,135,666,989,3.08
+4.187292287E+02,-1.453912051E-01,414.31134389360034,60.66528899441379,136,666,989,3.08
+4.184694447E+02,-1.445539534E-01,414.1049162700267,60.28096273717396,137,666,989,3.08
+4.182180584E+02,-1.437195508E-01,413.9062761657147,59.89940669570058,138,666,989,3.08
+4.179704839E+02,-1.428961173E-01,413.71040786607523,59.52330497280735,139,666,989,3.08
+4.177259473E+02,-1.420818520E-01,413.51666598329405,59.151787815273536,140,666,989,3.08
+4.174906442E+02,-1.412743873E-01,413.33133529246646,58.784736623359,141,666,989,3.08
+4.172572865E+02,-1.404779905E-01,413.14696125044424,58.42286835535414,142,666,989,3.08
+4.170282794E+02,-1.396870923E-01,412.96626208926193,58.06420752363255,143,666,989,3.08
+4.168012629E+02,-1.389054105E-01,412.78669374216497,57.70994909412943,144,666,989,3.08
+4.165833840E+02,-1.381323782E-01,412.61537847813224,57.360833922103474,145,666,989,3.08
+4.163655636E+02,-1.373649329E-01,412.44350967748846,57.01433045174773,146,666,989,3.08
+4.161544210E+02,-1.366067977E-01,412.277440162528,56.672872265999914,147,666,989,3.08
+4.159419468E+02,-1.358550444E-01,412.1094112424806,56.334148375120314,148,666,989,3.08
+4.157363050E+02,-1.351121672E-01,411.94737925075594,56.00028592326008,149,666,989,3.08
+4.155377578E+02,-1.343704170E-01,411.79204667503507,55.66810983531984,150,666,989,3.08
+4.153416036E+02,-1.336421567E-01,411.6380732197917,55.34206679296463,151,666,989,3.08
+4.151455238E+02,-1.329206280E-01,411.4835467653945,55.019057357862394,152,666,989,3.08
+4.149543729E+02,-1.322053309E-01,411.3333136263239,54.6995127036843,153,666,989,3.08
+4.147629064E+02,-1.314984368E-01,411.1820641343272,54.383624921562394,154,666,989,3.08
+4.145833736E+02,-1.307955340E-01,411.0421896446739,54.07117529395091,155,666,989,3.08
+4.144013400E+02,-1.301010864E-01,410.8991449306888,53.76209900128898,156,666,989,3.08
+4.142227173E+02,-1.294149923E-01,410.7588050978849,53.45711890808879,157,666,989,3.08
+4.140499338E+02,-1.287320175E-01,410.6238653621698,53.15438716432609,158,666,989,3.08
+4.138766432E+02,-1.280574489E-01,410.48775654479437,52.855250574770196,159,666,989,3.08
+4.137093168E+02,-1.273894911E-01,410.3569995041283,52.55979228546889,160,666,989,3.08
+4.135416239E+02,-1.267310455E-01,410.22517024649807,52.268388095298405,161,666,989,3.08
+4.133783489E+02,-1.260729013E-01,410.0975023945784,51.97785941166601,162,666,989,3.08
+4.132182762E+02,-1.254212248E-01,409.9724727220706,51.69057356859723,163,666,989,3.08
+4.130574144E+02,-1.247797677E-01,409.8459345444204,51.40756294772243,164,666,989,3.08
+4.129024385E+02,-1.241470422E-01,409.72459622803177,51.12904228540378,165,666,989,3.08
+4.127503841E+02,-1.235149841E-01,409.60593490267746,50.85132906032171,166,666,989,3.08
+4.126002009E+02,-1.228929802E-01,409.48843484780883,50.5781327117972,167,666,989,3.08
+4.124522516E+02,-1.222747431E-01,409.3727811931918,50.30691670198858,168,666,989,3.08
+4.123060897E+02,-1.216555878E-01,409.2587688888345,50.0357041651256,169,666,989,3.08
+4.121630318E+02,-1.210553024E-01,409.1467198864548,49.772747450012574,170,666,989,3.08
+4.120222539E+02,-1.204514915E-01,409.0369407354517,49.50877520822592,171,666,989,3.08
+4.118827434E+02,-1.198539663E-01,408.9279407873301,49.24767562173934,172,666,989,3.08
+4.117461319E+02,-1.192619550E-01,408.8213831960476,48.989323084551884,173,666,989,3.08
+4.116108872E+02,-1.186817872E-01,408.7154430868087,48.736116422267,174,666,989,3.08
+4.114776524E+02,-1.181011251E-01,408.6113666896697,48.48308402541577,175,666,989,3.08
+4.113474009E+02,-1.175279016E-01,408.50973823391524,48.233577466775195,176,666,989,3.08
+4.112182886E+02,-1.169583349E-01,408.4089139840809,47.9858297568822,177,666,989,3.08
+4.110919522E+02,-1.163923303E-01,408.31052714880747,47.73998934928707,178,666,989,3.08
+4.109688406E+02,-1.158348048E-01,408.2147933646043,47.49810967187666,179,666,989,3.08
+4.108474267E+02,-1.152823885E-01,408.1203618110889,47.25863202842191,180,666,989,3.08
+4.107245361E+02,-1.147364335E-01,408.0240194792115,47.02174053125052,181,666,989,3.08
+4.106065420E+02,-1.141930054E-01,407.9322865538479,46.78655704523505,182,666,989,3.08
+4.104895003E+02,-1.136531469E-01,407.8411986304666,46.55305098710508,183,666,989,3.08
+4.103745571E+02,-1.131186426E-01,407.751814588985,46.32207696564544,184,666,989,3.08
+4.102631417E+02,-1.125891490E-01,407.66557469455734,46.09365082644872,185,666,989,3.08
+4.101510759E+02,-1.120618468E-01,407.5784604188172,45.86614944110996,186,666,989,3.08
+4.100396275E+02,-1.115426155E-01,407.49146480465583,45.64211028967333,187,666,989,3.08
+4.099324568E+02,-1.110305179E-01,407.40827379752113,45.42155412805625,188,666,989,3.08
+4.098272391E+02,-1.105158429E-01,407.3270213732913,45.2002607015803,189,666,989,3.08
+4.097206636E+02,-1.100115736E-01,407.2438314543565,44.983151548108026,190,666,989,3.08
+4.096178418E+02,-1.095086803E-01,407.1641957940089,44.76710828619386,191,666,989,3.08
+4.095145019E+02,-1.090129968E-01,407.08360961869516,44.55403512835778,192,666,989,3.08
+4.094156298E+02,-1.085193352E-01,407.0072641404393,44.34235967385253,193,666,989,3.08
+4.093146675E+02,-1.080313581E-01,406.9284800183838,44.132858286806304,194,666,989,3.08
+4.092200872E+02,-1.075526412E-01,406.8555267398456,43.927896935984,195,666,989,3.08
+4.091199412E+02,-1.070669961E-01,406.7772395840162,43.71960251305383,196,666,989,3.08
+4.090255109E+02,-1.065890185E-01,406.7041957211915,43.515120932668026,197,666,989,3.08
+4.089313571E+02,-1.061186314E-01,406.63099552085066,43.31383498802291,198,666,989,3.08
+4.088404397E+02,-1.056517911E-01,406.56076140514966,43.11441081302523,199,666,989,3.08
+4.087480715E+02,-1.051881461E-01,406.48884982203134,42.91620818911138,200,666,989,3.08
+4.086568954E+02,-1.047306058E-01,406.4177666439268,42.72068719167747,201,666,989,3.08
+4.650879148E+02,-2.041552630E-02,464.9909953066588,9.49435499309306,1,464,1285,7.03
+4.631527626E+02,-4.027212018E-02,462.7772326716569,18.647102315777857,2,464,1285,7.03
+4.601211493E+02,-5.898680756E-02,459.3208986126809,27.125341118448986,3,464,1285,7.03
+4.561545743E+02,-7.621171291E-02,454.83049112398885,34.730678063137766,4,464,1285,7.03
+4.514538458E+02,-9.166559517E-02,449.55848468844226,41.32485610672816,5,464,1285,7.03
+4.462430137E+02,-1.051825141E-01,443.77681482446394,46.85046318140128,6,464,1285,7.03
+4.407191358E+02,-1.167383464E-01,437.71951937840043,51.33204667107087,7,464,1285,7.03
+4.350576104E+02,-1.263641382E-01,431.5887527377198,54.82948912088785,8,464,1285,7.03
+4.294204328E+02,-1.341949446E-01,425.5596694570559,57.453249148682936,9,464,1285,7.03
+4.342883780E+02,-1.437955794E-01,429.8061822327302,62.23376077657535,10,464,1285,7.03
+4.185703398E+02,-1.450157025E-01,414.17687351300015,60.486749022275795,11,464,1285,7.03
+4.134981813E+02,-1.483780633E-01,408.95472797649677,61.129178009173444,12,464,1285,7.03
+4.087115959E+02,-1.506173345E-01,404.0844232400179,61.32656453696868,13,464,1285,7.03
+4.042275592E+02,-1.518995689E-01,399.57305111996493,61.16613798067819,14,464,1285,7.03
+4.000508407E+02,-1.523791128E-01,395.4153515116761,60.72375921889569,15,464,1285,7.03
+3.961803641E+02,-1.521911897E-01,391.60101717014163,60.062669352261025,16,464,1285,7.03
+3.925967822E+02,-1.514744124E-01,388.1014194239716,59.24121567703261,17,464,1285,7.03
+3.892925022E+02,-1.503255781E-01,384.90220607899613,58.30046333142616,18,464,1285,7.03
+3.862486994E+02,-1.488186018E-01,381.9794669639908,57.269054524211334,19,464,1285,7.03
+3.834408785E+02,-1.470421770E-01,379.30307733501957,56.17902481385679,20,464,1285,7.03
+3.808561915E+02,-1.450510521E-01,376.85664084644435,55.050075874777306,21,464,1285,7.03
+3.784767136E+02,-1.429035482E-01,374.61876896483864,53.901768771769,22,464,1285,7.03
+3.762911657E+02,-1.406326425E-01,372.5762376212687,52.7445593767241,23,464,1285,7.03
+3.742673103E+02,-1.382879783E-01,370.69434712422304,51.59186534079317,24,464,1285,7.03
+3.724040778E+02,-1.358914646E-01,368.9708678424451,50.45092512195716,25,464,1285,7.03
+3.706821380E+02,-1.334695844E-01,367.38534659478114,49.3280299594824,26,464,1285,7.03
+3.690887902E+02,-1.310348759E-01,365.9246685960928,48.225221245104635,27,464,1285,7.03
+3.676206654E+02,-1.286180098E-01,364.5841554225191,47.15238322701407,28,464,1285,7.03
+3.662561538E+02,-1.262047185E-01,363.3432267871541,46.10064798099882,29,464,1285,7.03
+3.649967962E+02,-1.238411097E-01,362.20146285706886,45.08615686065618,30,464,1285,7.03
+3.638289721E+02,-1.215032219E-01,361.14666490467556,44.09770252034193,31,464,1285,7.03
+3.627416122E+02,-1.191976890E-01,360.16772929615144,43.1356464552158,32,464,1285,7.03
+3.617306018E+02,-1.169465632E-01,359.2598156593966,42.20679010498804,33,464,1285,7.03
+3.607875002E+02,-1.147404751E-01,358.41515299016396,41.30615459713454,34,464,1285,7.03
+3.599081188E+02,-1.125857071E-01,357.6295120695661,40.43496104906021,35,464,1285,7.03
+3.590859024E+02,-1.104852113E-01,356.89645341527216,39.59301506607948,36,464,1285,7.03
+3.583166372E+02,-1.084387397E-01,356.2119852396515,38.7792994514179,37,464,1285,7.03
+3.575998162E+02,-1.064399570E-01,355.57602079090134,37.99107769966942,38,464,1285,7.03
+3.569222273E+02,-1.044990083E-01,354.97519708454274,37.2301731876565,39,464,1285,7.03
+3.562915671E+02,-1.026069119E-01,354.41766144854296,36.4938630446245,40,464,1285,7.03
+3.556970724E+02,-1.007725370E-01,353.8925298661867,35.78385975326039,41,464,1285,7.03
+3.551382662E+02,-9.898712131E-02,353.3997841264493,35.09673345086526,42,464,1285,7.03
+3.546124308E+02,-9.725493401E-02,352.9366974822938,34.43346697874936,43,464,1285,7.03
+3.541154377E+02,-9.556899575E-02,352.4995233624771,33.790963979872856,44,464,1285,7.03
+3.536466703E+02,-9.392534165E-02,352.08788664417284,33.16756687966414,45,464,1285,7.03
+3.532073577E+02,-9.233639466E-02,351.7027025217763,32.567569333535694,46,464,1285,7.03
+3.527909153E+02,-9.078712871E-02,351.3380088888016,31.984893751021588,47,464,1285,7.03
+3.523980736E+02,-8.928978611E-02,350.99423061657546,31.423754563534334,48,464,1285,7.03
+3.520237693E+02,-8.782733480E-02,350.6669493611247,30.87757726801217,49,464,1285,7.03
+3.516709182E+02,-8.641202076E-02,350.35876505894447,30.350790006232963,50,464,1285,7.03
+3.513333718E+02,-8.503322408E-02,350.0639527888231,29.83901972621887,51,464,1285,7.03
+3.510172343E+02,-8.369385359E-02,349.7885733590731,29.343699886780037,52,464,1285,7.03
+3.507140271E+02,-8.238991544E-02,349.5243596712992,28.86261944224416,53,464,1285,7.03
+3.504246526E+02,-8.112529566E-02,349.2721576203712,28.397131211466736,54,464,1285,7.03
+3.501526011E+02,-7.989354271E-02,349.03568718882104,27.945180724468603,55,464,1285,7.03
+3.498912715E+02,-7.869698458E-02,348.8083545655903,27.506974699740226,56,464,1285,7.03
+3.496438356E+02,-7.753259057E-02,348.59345448898637,27.08164065404491,57,464,1285,7.03
+3.494075975E+02,-7.639640418E-02,348.38845022691396,26.667525929697987,58,464,1285,7.03
+3.491818096E+02,-7.529223594E-02,348.1925350652824,26.265846271207757,59,464,1285,7.03
+3.489684185E+02,-7.421989731E-02,348.0076971190702,25.876627606251574,60,464,1285,7.03
+3.487621960E+02,-7.316867768E-02,347.829036123677,25.49570528571941,61,464,1285,7.03
+3.485645315E+02,-7.215422315E-02,347.65757119483595,25.128585529672012,62,464,1285,7.03
+3.483759691E+02,-7.115736340E-02,347.494362906661,24.768600979020725,63,464,1285,7.03
+3.481946448E+02,-7.019302259E-02,347.3372089134672,24.420769267175473,64,464,1285,7.03
+3.480232465E+02,-6.924817009E-02,347.1891403826606,24.08071645007668,65,464,1285,7.03
+3.478561784E+02,-6.833211898E-02,347.0443756667962,23.751256158279553,66,464,1285,7.03
+3.476990403E+02,-6.743384794E-02,346.9087897595862,23.428918307942013,67,464,1285,7.03
+3.475463911E+02,-6.656184858E-02,346.7767766967819,23.11625208428953,68,464,1285,7.03
+3.473992049E+02,-6.570853136E-02,346.64950736963385,22.810668678105824,69,464,1285,7.03
+3.472591242E+02,-6.487706113E-02,346.52856793133753,22.51335043052035,70,464,1285,7.03
+3.471274462E+02,-6.406601710E-02,346.4153054166371,22.223862815269406,71,464,1285,7.03
+3.469972897E+02,-6.327022756E-02,346.3029851724885,21.939952592677283,72,464,1285,7.03
+3.468704970E+02,-6.249702759E-02,346.19330046276525,21.664265593934864,73,464,1285,7.03
+3.467507791E+02,-6.174056445E-02,346.09009983106273,21.39499019354782,74,464,1285,7.03
+3.466359177E+02,-6.100382121E-02,345.9911207769452,21.133002229557977,75,464,1285,7.03
+3.465239552E+02,-6.027671078E-02,345.89463617506874,20.87467826742306,76,464,1285,7.03
+3.464180330E+02,-5.957508627E-02,345.8034629352687,20.625678402547713,77,464,1285,7.03
+3.463131142E+02,-5.888190534E-02,345.7129402101451,20.379794850754337,78,464,1285,7.03
+3.462144504E+02,-5.821155173E-02,345.6280275191023,20.142300241747275,79,464,1285,7.03
+3.461169891E+02,-5.755248884E-02,345.5439275620313,19.90889923263466,80,464,1285,7.03
+3.460240742E+02,-5.690607933E-02,345.46396017364293,19.68024763845102,81,464,1285,7.03
+3.459344790E+02,-5.627270322E-02,345.3869024968464,19.456395982693344,82,464,1285,7.03
+3.458483294E+02,-5.566100688E-02,345.3127231028342,19.240327753868346,83,464,1285,7.03
+3.457653673E+02,-5.505264026E-02,345.2415279621758,19.025682496197078,84,464,1285,7.03
+3.456837996E+02,-5.446193506E-02,345.17125953726685,18.817303083857105,85,464,1285,7.03
+3.456049021E+02,-5.388493275E-02,345.1032767199167,18.613886018969303,86,464,1285,7.03
+3.455280748E+02,-5.331638773E-02,345.0370856455678,18.413582058022566,87,464,1285,7.03
+3.454542005E+02,-5.276205265E-02,344.9734684298076,18.218417126708253,88,464,1285,7.03
+3.453824786E+02,-5.221620389E-02,344.9117373909527,18.026367738232466,89,464,1285,7.03
+3.453147497E+02,-5.168539116E-02,344.85361896910433,17.839782629994627,90,464,1285,7.03
+3.452471815E+02,-5.116136901E-02,344.7954402717716,17.655613880268042,91,464,1285,7.03
+3.451831197E+02,-5.064841339E-02,344.74047180593374,17.47550356489678,92,464,1285,7.03
+3.451203339E+02,-5.014578881E-02,344.68650500110857,17.29907920579086,93,464,1285,7.03
+3.450588103E+02,-4.965446947E-02,344.6335149998752,17.126672311986688,94,464,1285,7.03
+3.450018690E+02,-4.917546938E-02,344.58480667521246,16.958791882077485,95,464,1285,7.03
+3.449449930E+02,-4.869883161E-02,344.5360421632057,16.791779128007516,96,464,1285,7.03
+3.448892280E+02,-4.823303455E-02,344.48812620180263,16.62860476428776,97,464,1285,7.03
+3.448347666E+02,-4.777716008E-02,344.441271708425,16.46895867866019,98,464,1285,7.03
+3.447818783E+02,-4.732997477E-02,344.3957728719859,16.312425692812788,99,464,1285,7.03
+3.447324256E+02,-4.689312324E-02,344.3534677801801,16.159656179015613,100,464,1285,7.03
+3.446821533E+02,-4.646310764E-02,344.31016680109707,16.009242359505496,101,464,1285,7.03
+3.446320355E+02,-4.603644262E-02,344.2669013442694,15.860029372240685,102,464,1285,7.03
+3.445865402E+02,-4.562469546E-02,344.2279545269545,15.716202123769577,103,464,1285,7.03
+3.445409120E+02,-4.521638863E-02,344.1887613015336,15.573587753233205,104,464,1285,7.03
+3.444972940E+02,-4.481710051E-02,344.1513780103907,15.434201854051393,105,464,1285,7.03
+3.444532459E+02,-4.442165179E-02,344.11344988899714,15.2961503829735,106,464,1285,7.03
+3.444092901E+02,-4.403719275E-02,344.0753920149447,15.161916664726027,107,464,1285,7.03
+3.443670532E+02,-4.365797981E-02,344.03892021613694,15.029594344698058,108,464,1285,7.03
+3.443280329E+02,-4.328399996E-02,344.0055331692938,14.899241245558503,109,464,1285,7.03
+3.442915336E+02,-4.291610219E-02,343.9745255933343,14.771115444695692,110,464,1285,7.03
+3.442503807E+02,-4.255450349E-02,343.93872867738105,14.644983027705274,111,464,1285,7.03
+3.442149833E+02,-4.220267500E-02,343.90849403047713,14.522481258674349,112,464,1285,7.03
